"DIVISION","REGIONC","UATYP10","CLIMATE_REGION_PUB","TYPEHUQ","YEARMADERANGE","TOTROOMS","NHSLDMEM","KOWNRENT","ELPAY","TOTSQFT_EN","KWH","CUFEETNG","GALLONLP","BTUFO","elec_per_sqft","ntrlgas_per_sqft","propane_per_sqft","fueloil_per_sqft"
"Mountain South","South","Urban cluster","Mixed-Humid","4","1990s",4,3,2,"9",803,6741.978,0,0,0,8.39598754669988,0,0,0
"Pacific","South","Rural area","Hot-Humid","2","1980s",4,1,1,"1",900,742,0,140.816,0,0.824444444444444,0,0.156462222222222,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","2","2000s",8,2,1,"1",2040,1958.933,59.142,0,0,0.960261274509804,0.0289911764705882,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","2","* to 1950",8,1,1,"1",2243,6739.129,0,28.277,142524.366,3.00451582701739,0,0.0126067766384307,63.5418484172983
"West South Central","West","Urban area","Marine","5","1960s",4,2,2,"1",464,3000.457,225.328,0,0,6.46650215517241,0.485620689655172,0,0
"West North Central","West","Urban area","Hot-Dry/Mixed-Dry","1","1970s",7,1,1,"1",1440,6104.636,407.808,0,0,4.23933055555556,0.2832,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","3","* to 1950",6,3,1,"1",2596,12428.677,1156.449,0,0,4.78762596302003,0.44547342064715,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","* to 1950",4,1,2,"1",1150,10865.684,116.507,0,0,9.44842086956522,0.101310434782609,0,0
"Mountain North","Midwest","Rural area","Mixed-Humid","2","1980s",8,4,1,"1",2336,6309.2,505.067,0,0,2.70085616438356,0.216210188356164,0,0
"Middle Atlantic","Midwest","Rural area","Cold/Very Cold","2","* to 1950",6,2,1,"1",4763,12996.427,0,1039.252,0,2.72862208692001,0,0.218192735670796,0
"West North Central","West","Urban area","Cold/Very Cold","2","1990s",7,2,1,"1",1673,7886.076,694.463,0,0,4.71373341303048,0.415100418410042,0,0
"Mountain South","South","Urban area","Hot-Humid","3","1960s",3,1,3,"9",472,7903,0,0,0,16.7436440677966,0,0,0
"Mountain North","Midwest","Urban area","Mixed-Humid","2","1960s",9,1,1,"1",2916,3352.345,499.759,0,0,1.14963820301783,0.17138511659808,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","3","1970s",5,3,1,"1",736,8018.069,412.686,0,0,10.8941154891304,0.560714673913043,0,0
"Middle Atlantic","Midwest","Rural area","Cold/Very Cold","2","2010 to 2015",5,2,1,"1",3494,10363.009,0,435.354,0,2.96594419004007,0,0.124600457927876,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","5","* to 1950",4,2,2,"1",900,10365,180.642,0,0,11.5166666666667,0.200713333333333,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","5","1970s",5,3,2,"1",750,5639.03,146.151,0,0,7.51870666666667,0.194868,0,0
"West South Central","West","Urban area","Marine","5","2000s",1,1,2,"2",624,4644,0,0,0,7.44230769230769,0,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","5","1960s",1,1,2,"1",625,1123.077,115.849,0,0,1.7969232,0.1853584,0,0
"Mountain North","Midwest","Urban cluster","Mixed-Humid","2","2000s",8,7,1,"1",2225,10043.987,439.36,0,0,4.51415146067416,0.197465168539326,0,0
"Mountain North","Midwest","Urban area","Cold/Very Cold","5","* to 1950",3,2,2,"1",691,3903.106,354.278,0,0,5.64848914616498,0.512703328509407,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","2","2000s",11,5,1,"1",6238,18288.821,931.009,0,0,2.931840493748,0.149247996152613,0,0
"West North Central","West","Urban area","Cold/Very Cold","2","2000s",4,2,1,"1",696,2098.848,307.686,0,0,3.01558620689655,0.442077586206897,0,0
"Pacific","South","Rural area","Mixed-Humid","2","1970s",4,3,1,"1",1240,14461.588,0,0,0,11.6625709677419,0,0,0
"West South Central","West","Urban area","Marine","1","1950s",2,2,2,"1",272,9658.932,0,0,0,35.5107794117647,0,0,0
"Mountain South","South","Urban area","Hot-Humid","5","2010 to 2015",4,2,2,"1",870,4966.585,0,0,0,5.7087183908046,0,0,0
"Mountain South","South","Rural area","Hot-Humid","2","2000s",6,2,1,"1",1540,1320.2,83.166,0,0,0.857272727272727,0.0540038961038961,0,0
"West South Central","West","Urban area","Marine","5","1960s",4,7,2,"1",986,6282.854,243.492,0,0,6.37206288032454,0.246949290060852,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","5","* to 1950",3,3,2,"2",960,7322,59.894,0,19600.065,7.62708333333333,0.0623895833333333,0,20.416734375
"Mountain North","Midwest","Urban area","Mixed-Humid","2","* to 1950",3,1,1,"1",1606,4164.373,589.658,0,0,2.59300933997509,0.367159402241594,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","5","1980s",4,2,2,"1",667,3330.303,72.748,0,0,4.9929580209895,0.109067466266867,0,0
"New England","South","Urban area","Mixed-Humid","3","1970s",5,3,2,"1",1134,2498.645,0,0,0,2.20339065255732,0,0,0
"Mountain North","Midwest","Rural area","Cold/Very Cold","2","1990s",9,1,1,"1",2823,7846.904,1196.993,0,0,2.77963301452356,0.4240145235565,0,0
"Pacific","South","Urban area","Hot-Humid","2","1950s",8,4,1,"1",1242,17635.23,182.938,0,0,14.1990579710145,0.14729307568438,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","5","* to 1950",5,5,2,"2",1443,3881,617.352,0,0,2.68953568953569,0.427825363825364,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","2","1960s",6,3,1,"1",1729,13270.41,1002.562,0,0,7.67519375361481,0.579850780798149,0,0
"Middle Atlantic","Midwest","Rural area","Mixed-Humid","2","1950s",5,3,2,"1",888,8126.343,702.05,0,0,9.15128716216216,0.790596846846847,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","5","* to 1950",4,4,1,"1",1268,6503.591,33.159,0,3265.286,5.12901498422713,0.0261506309148265,0,2.57514668769716
"East South Central","Northeast","Urban area","Mixed-Humid","4","* to 1950",4,2,1,"1",1033,1790.657,578.106,0,0,1.73345304937076,0.559637947725073,0,0
"Pacific","South","Urban cluster","Hot-Humid","3","1990s",4,1,2,"1",1147,6608,0,0,0,5.76111595466434,0,0,0
"Pacific","South","Urban area","Hot-Humid","2","2000s",5,4,1,"1",1310,15549.26,0,46.359,0,11.8696641221374,0,0.0353885496183206,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","3","1970s",5,4,2,"1",1055,3681.494,343.709,0,0,3.48956777251185,0.325790521327014,0,0
"West South Central","West","Rural area","Marine","1","1970s",6,2,3,"2",1742,14460,0,0,0,8.300803673938,0,0,0
"West North Central","West","Urban area","Hot-Dry/Mixed-Dry","2","1960s",6,2,1,"1",2190,15140.983,378.291,0,0,6.91369086757991,0.172735616438356,0,0
"New England","South","Rural area","Mixed-Humid","2","1970s",5,2,1,"1",2052,16702.928,0,0,0,8.13982846003899,0,0,0
"South Atlantic","West","Urban area","Cold/Very Cold","5","* to 1950",1,1,2,"2",313,3850,185.034,0,0,12.3003194888179,0.591162939297125,0,0
"Middle Atlantic","Midwest","Rural area","Mixed-Humid","2","1990s",12,2,1,"1",3572,18485.125,0,0,0,5.17500699888018,0,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","1980s",6,2,1,"1",3294,8770.862,963.114,0,0,2.66267820279296,0.292384335154827,0,0
"Mountain South","South","Rural area","Mixed-Humid","2","1980s",5,1,1,"1",1120,16131.99,0,0,0,14.4035625,0,0,0
"Middle Atlantic","Midwest","Rural area","Mixed-Humid","2","2000s",8,2,1,"1",3262,12367.756,0,0,0,3.79146413243409,0,0,0
"Mountain North","Midwest","Rural area","Cold/Very Cold","2","2000s",6,1,1,"1",1800,14027.611,333.215,0,0,7.79311722222222,0.185119444444444,0,0
"Middle Atlantic","Midwest","Rural area","Cold/Very Cold","2","* to 1950",9,4,2,"1",2800,6066.733,837.066,0,0,2.16669035714286,0.298952142857143,0,0
"New England","South","Rural area","Hot-Humid","2","1980s",6,7,1,"1",1400,19020.6,0,0,0,13.5861428571429,0,0,0
"Pacific","South","Urban area","Hot-Humid","2","* to 1950",6,1,1,"1",1664,10086.922,494.01,0,0,6.06185216346154,0.296881009615385,0,0
"Mountain South","South","Rural area","Mixed-Humid","2","1970s",7,3,1,"1",2340,22795.516,0,0,0,9.7416735042735,0,0,0
"Mountain South","South","Rural area","Hot-Humid","1","1980s",4,2,1,"1",770,15722.344,0,0,0,20.4186285714286,0,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","2","1960s",8,7,1,"1",3195,33953.6,0,0,0,10.6271048513302,0,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","4","* to 1950",3,4,2,"1",1080,4187.488,1346.101,0,0,3.8773037037037,1.24638981481481,0,0
"Mountain South","South","Rural area","Mixed-Humid","2","1960s",10,2,1,"1",3763,28610.443,0,0,0,7.60309407387723,0,0,0
"Mountain South","South","Urban area","Hot-Humid","2","* to 1950",7,3,2,"1",1692,11620.848,452.185,0,0,6.8681134751773,0.267248817966903,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","2","1950s",6,4,2,"1",1075,10071.558,479.321,0,0,9.3688911627907,0.44588,0,0
"Mountain South","South","Urban area","Hot-Humid","2","1960s",6,2,1,"1",1520,12873.097,0,0,0,8.46914276315789,0,0,0
"West South Central","West","Urban area","Marine","2","1970s",6,5,1,"1",1832,5353.564,661.615,0,0,2.92225109170306,0.361143558951965,0,0
"New England","South","Rural area","Mixed-Humid","1","1970s",5,3,1,"1",1008,21813.123,0,277.922,0,21.6400029761905,0,0.27571626984127,0
"Mountain South","South","Urban area","Hot-Humid","1","1980s",5,2,1,"1",1120,10033,0,0,0,8.95803571428571,0,0,0
"New England","South","Urban area","Hot-Humid","2","* to 1950",6,2,1,"1",1440,10474.818,191.383,0,0,7.27417916666667,0.132904861111111,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","4","1950s",5,3,1,"1",1150,6480.923,742.889,0,0,5.6355852173913,0.645990434782609,0,0
"West South Central","West","Urban area","Marine","1","1990s",7,4,1,"1",1150,19649.17,0,0,0,17.0862347826087,0,0,0
"Mountain North","Midwest","Urban cluster","Mixed-Humid","2","1980s",10,2,1,"1",3839,7071.462,692.08,0,0,1.84200625162803,0.180276113571243,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","2","* to 1950",6,3,1,"1",1575,6937.331,500.848,0,0,4.4046546031746,0.31799873015873,0,0
"East North Central","Northeast","Urban area","Cold/Very Cold","4","* to 1950",1,1,1,"1",434,2862,0,0,0,6.59447004608295,0,0,0
"Mountain South","South","Rural area","Mixed-Humid","2","1970s",7,5,1,"1",3916,27102.545,0,0,0,6.92097676200204,0,0,0
"West North Central","West","Urban area","Hot-Dry/Mixed-Dry","2","2000s",8,1,1,"1",2106,18431.876,416.308,0,0,8.75207787274454,0.197677113010446,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","5","1990s",3,2,1,"1",1122,4484.182,147.895,0,0,3.99659714795009,0.131813725490196,0,0
"Mountain North","Midwest","Urban cluster","Cold/Very Cold","2","1970s",10,2,1,"1",4096,8527.065,903.005,0,0,2.08180297851563,0.220460205078125,0,0
"Mountain South","South","Rural area","Mixed-Humid","2","1990s",11,3,1,"1",3960,22285,0,0,0,5.62752525252525,0,0,0
"East North Central","Northeast","Urban area","Cold/Very Cold","2","1950s",6,3,2,"1",1656,11894,0,0,33626.64,7.18236714975845,0,0,20.3059420289855
"West South Central","West","Urban area","Marine","2","2010 to 2015",5,2,3,"9",2430,14374.862,0,0,0,5.91558106995885,0,0,0
"West North Central","West","Urban area","Hot-Dry/Mixed-Dry","2","2000s",12,3,1,"1",1984,35062.093,0,0,0,17.6724259072581,0,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","2000s",7,1,1,"1",2288,15629.697,1109.24,0,0,6.83116127622378,0.484807692307692,0,0
"Pacific","South","Urban cluster","Mixed-Humid","2","1970s",7,3,1,"1",2040,14252.403,0,0,0,6.98647205882353,0,0,0
"Pacific","South","Urban area","Hot-Humid","2","1960s",8,2,1,"1",1979,8356.663,429.7,0,0,4.22266953006569,0.217129863567458,0,0
"East North Central","Northeast","Rural area","Cold/Very Cold","2","1980s",8,4,1,"1",3908,15240.833,0,0,98878.343,3.89990609007165,0,0,25.3015207267144
"East South Central","Northeast","Urban area","Mixed-Humid","5","* to 1950",4,4,2,"2",736,5250,475.795,0,0,7.13315217391304,0.646460597826087,0,0
"Mountain North","Midwest","Urban cluster","Mixed-Humid","2","2000s",9,2,1,"1",4150,16202.733,969.277,0,0,3.90427301204819,0.233560722891566,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","1970s",9,4,1,"1",1852,6196.371,602.852,0,0,3.34577267818575,0.32551403887689,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","2","2000s",8,4,1,"1",2078,24865.158,0,0,91513.09,11.9659085659288,0,0,44.0390230991338
"Middle Atlantic","Midwest","Urban cluster","Cold/Very Cold","2","* to 1950",6,3,1,"1",2178,4002.041,634.714,0,0,1.83748438934803,0.29142056932966,0,0
"Mountain South","South","Urban cluster","Mixed-Humid","2","1980s",6,2,1,"1",2070,13949,0,0,0,6.73864734299517,0,0,0
"Mountain North","Midwest","Urban area","Cold/Very Cold","2","* to 1950",6,2,1,"1",2645,4353.944,842.615,0,0,1.64610359168242,0.318568998109641,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","3","1950s",7,2,2,"1",1496,8381.667,406.199,0,0,5.6027185828877,0.271523395721925,0,0
"Middle Atlantic","Midwest","Rural area","Mixed-Humid","2","1990s",9,4,1,"1",2700,12437.222,610.328,0,0,4.60637851851852,0.226047407407407,0,0
"Mountain North","Midwest","Rural area","Mixed-Humid","1","1960s",4,1,1,"1",952,2009.544,0,0,0,2.11086554621849,0,0,0
"Mountain South","South","Urban cluster","Mixed-Humid","5","1990s",4,2,2,"1",425,1789,165.495,0,0,4.20941176470588,0.3894,0,0
"New England","South","Urban area","Mixed-Humid","5","1970s",4,2,2,"1",808,13289.34,0,0,0,16.447202970297,0,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","3","2000s",6,2,1,"1",3720,6510.499,687.644,0,0,1.75013413978495,0.184850537634409,0,0
"West South Central","West","Rural area","Marine","2","2010 to 2015",7,2,1,"1",1890,6305.332,0,0,0,3.3361544973545,0,0,0
"Middle Atlantic","Midwest","Rural area","Mixed-Humid","1","1980s",4,7,1,"1",938,12656.419,0,342.571,0,13.4929840085288,0,0.365214285714286,0
"Mountain North","Midwest","Urban area","Mixed-Humid","2","1960s",6,2,1,"1",1900,6903.058,566.049,0,0,3.63318842105263,0.29792052631579,0,0
"New England","South","Urban cluster","Mixed-Humid","2","1970s",7,2,3,"1",2035,15101.41,0,0,0,7.4208402948403,0,0,0
"Mountain South","South","Urban area","Mixed-Humid","3","1970s",5,2,2,"1",1152,9093.455,0,0,0,7.89362413194444,0,0,0
"Pacific","South","Rural area","Mixed-Humid","2","1950s",4,1,1,"1",3056,2833.471,0,0,0,0.927182918848168,0,0,0
"West South Central","West","Urban cluster","Marine","3","1980s",4,1,2,"1",875,14771.031,0,0,0,16.8811782857143,0,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","1950s",9,3,1,"1",1800,2888.744,1291.162,0,0,1.60485777777778,0.717312222222222,0,0
"Mountain South","South","Urban cluster","Mixed-Humid","2","* to 1950",6,2,1,"1",1812,9200.304,402.237,0,0,5.07743046357616,0.221985099337748,0,0
"Pacific","South","Urban area","Hot-Humid","2","2000s",7,4,2,"1",2408,12702.853,0,0,0,5.27527117940199,0,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","2","1970s",6,2,2,"1",785,5395.572,341.375,0,0,6.87334012738854,0.434872611464968,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","3","* to 1950",8,1,1,"1",3432,3999.355,971.576,0,0,1.16531322843823,0.28309324009324,0,0
"East North Central","Northeast","Urban cluster","Cold/Very Cold","5","* to 1950",3,1,2,"1",639,1388.275,355.659,0,0,2.17257433489828,0.556586854460094,0,0
"West South Central","West","Urban area","Marine","2","1990s",6,5,1,"1",1792,32409.5,0,0,0,18.0856584821429,0,0,0
"Pacific","South","Urban area","Hot-Humid","2","2010 to 2015",7,4,2,"1",1606,12989.146,0,0,0,8.08788667496887,0,0,0
"West South Central","West","Urban cluster","Hot-Dry/Mixed-Dry","5","1980s",3,3,2,"1",800,2680.551,0,0,0,3.35068875,0,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","4","* to 1950",8,3,1,"2",1512,6266,698.397,0,0,4.14417989417989,0.461902777777778,0,0
"Mountain South","South","Rural area","Mixed-Humid","2","2000s",6,2,1,"1",1574,11260.401,0,0,0,7.15400317662008,0,0,0
"New England","South","Urban cluster","Hot-Humid","2","2000s",7,4,2,"1",2118,33489.738,0,0,0,15.8119631728045,0,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","2","1950s",7,2,1,"1",2576,7503.092,1283.896,0,0,2.91269099378882,0.498406832298137,0,0
"West South Central","West","Urban area","Hot-Dry/Mixed-Dry","5","2000s",2,2,2,"2",552,6489,0,0,0,11.7554347826087,0,0,0
"Pacific","South","Urban area","Hot-Humid","2","1950s",6,3,1,"1",1344,17083.435,594.493,0,0,12.7108891369048,0.442331101190476,0,0
"Mountain North","Midwest","Urban area","Mixed-Humid","2","1950s",7,1,1,"1",1200,9199.229,675.786,0,0,7.66602416666667,0.563155,0,0
"Mountain South","South","Urban area","Hot-Humid","2","1980s",5,2,1,"1",1186,6734.968,155.132,0,0,5.67872512647555,0.130802698145025,0,0
"East South Central","Northeast","Urban area","Mixed-Humid","3","* to 1950",5,5,1,"1",1750,4439.296,1413.994,0,0,2.53674057142857,0.807996571428571,0,0
"Pacific","South","Rural area","Mixed-Humid","1","2000s",9,2,1,"1",2496,1919.471,224.324,0,0,0.769018830128205,0.0898733974358974,0,0
"West North Central","West","Urban area","Hot-Dry/Mixed-Dry","2","1970s",7,4,1,"1",1835,17030.122,0,0,0,9.2807204359673,0,0,0
"Pacific","South","Urban area","Hot-Humid","2","* to 1950",6,2,1,"1",1392,7506.896,262.289,0,0,5.39288505747126,0.188426005747126,0,0
"West South Central","West","Urban area","Marine","2","1970s",9,4,1,"1",1601,7099.333,348.965,0,0,4.43431168019988,0.217966895690194,0,0
"Mountain South","South","Urban area","Hot-Humid","1","2000s",4,1,2,"1",728,15393.058,0,0,0,21.1443104395604,0,0,0
"Mountain South","South","Urban area","Mixed-Humid","2","2010 to 2015",9,3,1,"1",2498,12023.903,725.889,0,0,4.81341192954364,0.290588070456365,0,0
"East South Central","Northeast","Urban area","Cold/Very Cold","4","* to 1950",1,4,2,"2",858,3038,529.414,0,0,3.54079254079254,0.617032634032634,0,0
"West South Central","West","Urban area","Marine","2","* to 1950",5,1,1,"1",2400,7542.241,0,0,0,3.14260041666667,0,0,0
"South Atlantic","West","Urban cluster","Cold/Very Cold","2","1950s",12,2,1,"1",3947,11135,578.844,0,0,2.82112997213073,0.146654167722321,0,0
"West South Central","West","Urban area","Marine","2","1960s",6,2,1,"1",4856,6941.9,294.499,0,0,1.4295510708402,0.0606464168039539,0,0
"West South Central","West","Urban area","Marine","2","1960s",7,6,2,"1",2216,6294.424,312.762,0,0,2.8404440433213,0.141138086642599,0,0
"South Atlantic","West","Urban area","Cold/Very Cold","2","* to 1950",6,1,2,"1",1768,12176.742,0,0,0,6.88729751131222,0,0,0
"Mountain South","South","Rural area","Mixed-Humid","1","2000s",6,4,1,"1",1323,18846.28,0,0,870.869,14.2451095993953,0,0,0.65825321239607
"Mountain South","South","Rural area","Hot-Humid","1","2000s",9,3,1,"1",2496,21047.477,0,0,0,8.4324827724359,0,0,0
"Pacific","South","Urban area","Hot-Humid","2","2010 to 2015",10,4,1,"1",4464,12646.479,541.201,0,0,2.83299260752688,0.121236783154122,0,0
"Mountain South","South","Urban area","Hot-Humid","4","2000s",5,1,2,"1",1515,5715.783,0,0,0,3.77279405940594,0,0,0
"Mountain South","South","Urban area","Hot-Humid","3","2000s",5,2,2,"1",1099,7641.128,0,0,0,6.95280072793449,0,0,0
"East North Central","Northeast","Rural area","Cold/Very Cold","2","* to 1950",7,7,1,"1",7008,5705.02,0,62.203,273608.194,0.814072488584475,0,0.00887599885844749,39.0422651255708
"East South Central","Northeast","Urban area","Cold/Very Cold","2","1950s",9,3,1,"1",2632,4548.467,841.412,0,0,1.72814095744681,0.319685410334346,0,0
"Mountain South","South","Rural area","Mixed-Humid","2","1980s",9,2,1,"1",2669,18609.323,0,536.625,0,6.97239527913076,0,0.20105844885725,0
"New England","South","Urban area","Mixed-Humid","2","1960s",6,3,1,"1",1610,17313.824,0,0,0,10.7539279503106,0,0,0
"South Atlantic","West","Rural area","Cold/Very Cold","2","2000s",8,4,1,"1",1628,15134.194,847.493,0,0,9.29618796068796,0.520573095823096,0,0
"Mountain South","South","Urban area","Mixed-Humid","3","* to 1950",5,2,2,"1",2058,10781.383,431.739,0,0,5.23876724975705,0.209785714285714,0,0
"Middle Atlantic","Midwest","Urban area","Cold/Very Cold","2","1950s",5,2,1,"1",2550,5521.943,1210.147,0,0,2.16546784313726,0.474567450980392,0,0
